ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,Club,Contract,Positions,Preferred Foot,Best Position,Joined,Loan Date End,W/F,SM,A/W,D/W,IR,Hits,Weight_kg,Height_cm,Value_eur,Release Clause_eur,Wage_eur
230672,Lyanco,Lyanco Neves Vojnovic,https://cdn.sofifa.com/players/230/672/21_60.png,http://sofifa.com/player/230672/lyanco-neves-vojnovic/210006/,Brazil,23,Torino,2017 ~ 2022,CB,Right,CB,2017-07-17,,3 ★,2★,Medium,High,1 ★,26.0,83,187.0,3900000.0,6100000.0,20000.0
215070,G. Ortíz,Guillermo Ortíz,https://cdn.sofifa.com/players/215/070/21_60.png,http://sofifa.com/player/215070/guillermo-ortiz/210006/,Argentina,27,Atlético Tucumán,2020 ~ 2021,CB,Right,CB,2020-01-27,,3 ★,2★,Low,High,1 ★,7.0,76,183.0,2000000.0,3800000.0,9000.0
205343,J. Akpa Akpro,Jean-Daniel Akpa Akpro,https://cdn.sofifa.com/players/205/343/21_60.png,http://sofifa.com/player/205343/jean-daniel-akpa-akpro/210006/,Ivory Coast,27,Lazio,2020 ~ 2022,CM,Right,RWB,2020-08-31,,3 ★,3★,High,High,1 ★,1600.0,71,180.0,2100000.0,4800000.0,31000.0
209695,Eugeni,Eugeni Valderrama Domènech,https://cdn.sofifa.com/players/209/695/21_60.png,http://sofifa.com/player/209695/eugeni-valderrama-domenech/210006/,Spain,25,SD Huesca,2018 ~ 2021,"CM, CAM, LM",Right,CAM,2018-07-05,,3 ★,4★,Medium,Medium,1 ★,9.0,75,184.0,2500000.0,6600000.0,14000.0
226591,H. Preciado,Harold Preciado,https://cdn.sofifa.com/players/226/591/21_60.png,http://sofifa.com/player/226591/harold-preciado/210006/,Colombia,26,Shenzhen FC,2017 ~ 2022,ST,Right,ST,2017-02-01,,4 ★,3★,Medium,Medium,1 ★,5.0,77,182.0,2500000.0,4900000.0,11000.0
213536,M. Crépeau,Maxime Crépeau,https://cdn.sofifa.com/players/213/536/21_60.png,http://sofifa.com/player/213536/maxime-crepeau/210006/,Canada,26,Vancouver Whitecaps FC,2019 ~ 2022,GK,Right,GK,2019-02-13,,2 ★,1★,Medium,Medium,1 ★,10.0,88,183.0,2000000.0,3400000.0,4000.0
241696,H. De la Fuente,Hernán De la Fuente,https://cdn.sofifa.com/players/241/696/21_60.png,http://sofifa.com/player/241696/hernan-de-la-fuente/210006/,Argentina,23,Vélez Sarsfield,2017 ~ 2021,"RB, RWB",Right,RWB,2017-11-16,,3 ★,3★,High,Medium,1 ★,16.0,73,178.0,4000000.0,5300000.0,9000.0
211736,R. Leipertz,Robert Leipertz,https://cdn.sofifa.com/players/211/736/21_60.png,http://sofifa.com/player/211736/robert-leipertz/210006/,Germany,27,FC Heidenheim 1846,2019 ~ 2022,"RM, LM, ST",Left,RM,2019-01-30,,4 ★,3★,High,Medium,1 ★,2.0,82,183.0,2000000.0,4000000.0,16000.0
233487,R. McGree,Riley McGree,https://cdn.sofifa.com/players/233/487/21_60.png,http://sofifa.com/player/233487/riley-mcgree/210006/,Australia,21,Birmingham City,2020 ~ 2023,"CM, RM, CAM",Left,LM,2020-10-05,,3 ★,3★,High,Medium,1 ★,41.0,72,178.0,3800000.0,6900000.0,9000.0
236303,Jean,Jean Carlos de Souza Irmer,https://cdn.sofifa.com/players/236/303/21_60.png,http://sofifa.com/player/236303/jean-carlos-de-souza-irmer/210006/,Brazil,25,Clube Sport Marítimo,2020 ~ 2023,CDM,Right,CB,2020-09-23,,3 ★,3★,Medium,High,1 ★,3.0,84,183.0,2500000.0,6100000.0,7000.0
227600,J. Andersson,Joel Andersson,https://cdn.sofifa.com/players/227/600/21_60.png,http://sofifa.com/player/227600/joel-andersson/210006/,Sweden,23,FC Midtjylland,2018 ~ 2023,RB,Right,RWB,2018-07-02,,4 ★,3★,High,High,1 ★,24.0,71,177.0,3600000.0,4500000.0,14000.0
223498,E. Cecchini,Emanuel Cecchini,https://cdn.sofifa.com/players/223/498/21_60.png,http://sofifa.com/player/223498/emanuel-cecchini/210006/,Argentina,23,Unión de Santa Fe,2020 ~ 2020,"CDM, CM",Right,CDM,2020-01-23,,2 ★,3★,High,Medium,1 ★,13.0,77,180.0,3500000.0,5100000.0,7000.0
243008,M. Trávník,Michal Trávník,https://cdn.sofifa.com/players/243/008/21_60.png,http://sofifa.com/player/243008/michal-travnik/210006/,Czech Republic,26,Sparta Praha,2019 ~ 2022,"CM, CAM",Right,CAM,2019-07-01,,3 ★,3★,Medium,Medium,1 ★,1.0,69,174.0,2400000.0,6600000.0,650.0
228650,Francisco Geraldes,Francisco Oliveira Geraldes,https://cdn.sofifa.com/players/228/650/21_60.png,http://sofifa.com/player/228650/francisco-oliveira-geraldes/210006/,Portugal,25,Rio Ave FC,2020 ~ 2025,CAM,Right,CAM,2020-09-08,,4 ★,4★,Medium,Low,1 ★,9.0,68,175.0,2500000.0,6500000.0,7000.0
234795,A. Bernede,Antoine Bernede,https://cdn.sofifa.com/players/234/795/21_60.png,http://sofifa.com/player/234795/antoine-bernede/210006/,France,21,FC Red Bull Salzburg,2019 ~ 2023,"CM, CDM",Left,CM,2019-02-06,,3 ★,3★,Medium,Medium,1 ★,29.0,74,177.0,4200000.0,6100000.0,13000.0
230964,M. Santos,Michael Santos,https://cdn.sofifa.com/players/230/964/21_60.png,http://sofifa.com/player/230964/michael-santos/210006/,Uruguay,27,CD Leganés,"Jun 30, 2021 On Loan",ST,Right,ST,2019-08-21,"Jun 30, 2021",4 ★,3★,High,Medium,1 ★,10.0,68,175.0,2200000.0,0.0,15000.0
213813,A. Fransson,Alexander Fransson,https://cdn.sofifa.com/players/213/813/21_60.png,http://sofifa.com/player/213813/alexander-fransson/210006/,Sweden,26,IFK Norrköping,2018 ~ 2021,CM,Right,CM,2018-07-15,,3 ★,3★,Medium,High,1 ★,5.0,74,180.0,2400000.0,3800000.0,5000.0
231733,Curro Sánchez,Francisco Jose Sánchez Rodriguez,https://cdn.sofifa.com/players/231/733/21_60.png,http://sofifa.com/player/231733/francisco-jose-sanchez-rodriguez/210006/,Spain,24,SD Ponferradina,2020 ~ 2021,"RM, LM",Left,CAM,2020-09-09,,3 ★,3★,High,Medium,1 ★,4.0,71,173.0,3000000.0,5600000.0,6000.0
212287,A. Maxsø,Andreas Maxsø,https://cdn.sofifa.com/players/212/287/21_60.png,http://sofifa.com/player/212287/andreas-maxso/210006/,Denmark,26,Brøndby IF,2019 ~ 2023,CB,Right,CB,2019-09-09,,4 ★,2★,Medium,Medium,1 ★,6.0,87,191.0,2300000.0,3600000.0,12000.0
201533,P. Ntep,Paul-Georges Ntep,https://cdn.sofifa.com/players/201/533/21_60.png,http://sofifa.com/player/201533/paul-georges-ntep/210006/,Cameroon,27,En Avant de Guingamp,2020 ~ 2021,"LM, LW",Right,LM,2020-07-10,,4 ★,3★,Medium,Low,2 ★,22.0,75,180.0,2000000.0,4500000.0,7000.0
219709,Saúl,Saúl García Cabrero,https://cdn.sofifa.com/players/219/709/21_60.png,http://sofifa.com/player/219709/saul-garcia-cabrero/210006/,Spain,25,Real Sporting de Gijón,"Jun 30, 2021 On Loan",LB,Left,LB,2019-07-01,"Jun 30, 2021",3 ★,3★,Medium,Medium,1 ★,9.0,76,182.0,2600000.0,0.0,13000.0
241981,Nanu,Eulânio Ângelo Chipela Gomes,https://cdn.sofifa.com/players/241/981/21_60.png,http://sofifa.com/player/241981/eulanio-angelo-chipela-gomes/210006/,Guinea Bissau,26,FC Porto,2020 ~ 2025,"RB, RM, LM",Right,RB,2020-10-06,,3 ★,3★,Medium,Medium,1 ★,23.0,69,177.0,2300000.0,5400000.0,8000.0
225855,A. Bobichon,Antonin Bobichon,https://cdn.sofifa.com/players/225/855/21_60.png,http://sofifa.com/player/225855/antonin-bobichon/210006/,France,24,Angers SCO,2019 ~ 2023,"CM, LM",Right,CAM,2019-08-29,,2 ★,3★,High,Low,1 ★,5.0,75,178.0,2800000.0,6400000.0,13000.0
211239,C. Jean,Corentin Jean,https://cdn.sofifa.com/players/211/239/21_60.png,http://sofifa.com/player/211239/corentin-jean/210006/,France,24,Racing Club de Lens,2020 ~ 2023,"RM, ST",Right,RM,2020-07-01,,3 ★,3★,High,High,1 ★,12.0,70,170.0,2600000.0,6200000.0,21000.0
205351,A. Pritchard,Alex Pritchard,https://cdn.sofifa.com/players/205/351/21_60.png,http://sofifa.com/player/205351/alex-pritchard/210006/,England,27,Huddersfield Town,2018 ~ 2021,"CAM, LM",Right,CAM,2018-01-12,,4 ★,3★,High,Medium,1 ★,27.0,62,171.0,2200000.0,5300000.0,18000.0
254824,Pedro Mendes,Pedro Manuel Mineiro Mendes,https://cdn.sofifa.com/players/254/824/21_60.png,http://sofifa.com/player/254824/pedro-manuel-mineiro-mendes/210006/,Portugal,20,UD Almería,"Jun 30, 2021 On Loan",ST,Right,ST,2017-07-23,"Jun 30, 2021",4 ★,3★,High,Medium,1 ★,60.0,84,187.0,4500000.0,0.0,7000.0
226356,M. Fares,Mohamed Fares,https://cdn.sofifa.com/players/226/356/21_60.png,http://sofifa.com/player/226356/mohamed-fares/210006/,Algeria,24,SPAL,2019 ~ 2022,"LM, LB, LW",Left,LM,2019-07-01,,3 ★,3★,High,High,1 ★,96.0,75,183.0,3000000.0,6400000.0,18000.0
234028,Rômulo Calsede,Rômulo Roberto Calsede Caiado,https://cdn.sofifa.com/players/234/028/21_60.png,http://sofifa.com/player/234028/romulo-roberto-calsede-caiado/210006/,Brazil,20,Atlético Mineiro,2019 ~ 2023,ST,Left,ST,2019-01-01,,3 ★,3★,Medium,Medium,1 ★,10.0,78,181.0,2100000.0,5100000.0,17000.0
252961,T. Kouassi,Tanguy Kouassi,https://cdn.sofifa.com/players/252/961/21_60.png,http://sofifa.com/player/252961/tanguy-kouassi/210006/,France,18,FC Bayern München,2020 ~ 2024,"CB, CDM",Right,CB,2020-07-01,,3 ★,2★,Low,High,1 ★,440.0,83,187.0,4100000.0,10500000.0,10000.0
219686,Carlos Júnior,Carlos Alberto Carvalho Silva Jr.,https://cdn.sofifa.com/players/219/686/21_60.png,http://sofifa.com/player/219686/carlos-alberto-carvalho-silva-jr/210006/,Brazil,24,Santa Clara,2019 ~ 2021,"LW, ST",Right,LW,2019-07-01,,3 ★,3★,Medium,Low,1 ★,9.0,66,172.0,2600000.0,6500000.0,4000.0
218658,D. Iorfa,Dominic Iorfa,https://cdn.sofifa.com/players/218/658/21_60.png,http://sofifa.com/player/218658/dominic-iorfa/210006/,England,25,Sheffield Wednesday,2019 ~ 2022,"CB, RB",Right,CB,2019-01-31,,2 ★,2★,Medium,Medium,1 ★,35.0,78,193.0,2300000.0,5300000.0,12000.0
245538,K. Furuhashi,Kyogo Furuhashi,https://cdn.sofifa.com/players/245/538/21_60.png,http://sofifa.com/player/245538/kyogo-furuhashi/210006/,Japan,25,Vissel Kobe,2018 ~ 2021,"LM, ST, CF",Right,RM,2018-08-01,,3 ★,3★,High,Medium,1 ★,10.0,63,170.0,2400000.0,4000000.0,7000.0
210468,I. Kutepov,Ilya Kutepov,https://cdn.sofifa.com/players/210/468/21_60.png,http://sofifa.com/player/210468/ilya-kutepov/210006/,Russia,26,Spartak Moscow,2012 ~ 2021,CB,Right,CB,2012-07-01,,5 ★,2★,Medium,High,1 ★,1.0,84,192.0,2200000.0,4400000.0,28000.0
232230,R. Matarrita,Ronald Matarrita,https://cdn.sofifa.com/players/232/230/21_60.png,http://sofifa.com/player/232230/ronald-matarrita/210006/,Costa Rica,25,New York City FC,2016 ~ 2020,"LB, LM, LWB",Left,LB,2016-01-20,,2 ★,3★,Medium,High,1 ★,18.0,70,175.0,2300000.0,4100000.0,5000.0
227903,M. Romero,Maximiliano Romero,https://cdn.sofifa.com/players/227/903/21_60.png,http://sofifa.com/player/227903/maximiliano-romero/210006/,Argentina,21,PSV,2018 ~ 2023,ST,Right,ST,2018-07-01,,5 ★,3★,Medium,Medium,1 ★,109.0,72,179.0,4200000.0,6600000.0,9000.0
237376,Juanjo Nieto,Juan José Nieto Zarzoso,https://cdn.sofifa.com/players/237/376/21_60.png,http://sofifa.com/player/237376/juan-jose-nieto-zarzoso/210006/,Spain,25,Real Oviedo,2019 ~ 2021,RB,Right,RB,2019-08-06,,4 ★,3★,High,Medium,1 ★,5.0,71,175.0,2300000.0,4200000.0,7000.0
221753,M. Sobottka,Marcel Sobottka,https://cdn.sofifa.com/players/221/753/21_60.png,http://sofifa.com/player/221753/marcel-sobottka/210006/,Germany,26,Fortuna Düsseldorf,2015 ~ 2022,"CDM, CM",Right,CDM,2015-07-17,,3 ★,2★,Medium,High,1 ★,9.0,75,185.0,2100000.0,4400000.0,16000.0
235834,F. Depaoli,Fabio Depaoli,https://cdn.sofifa.com/players/235/834/21_60.png,http://sofifa.com/player/235834/fabio-depaoli/210006/,Italy,23,Atalanta,"Jun 30, 2021 On Loan","RM, RB",Right,RM,2019-07-01,"Jun 30, 2021",3 ★,3★,Medium,Medium,1 ★,36.0,71,182.0,4200000.0,0.0,11000.0
233222,K. Jóźwiak,Kamil Jóźwiak,https://cdn.sofifa.com/players/233/222/21_60.png,http://sofifa.com/player/233222/kamil-jozwiak/210006/,Poland,22,Derby County,2020 ~ 2024,"LM, RM",Right,RM,2020-09-16,,3 ★,3★,High,Low,1 ★,80.0,70,176.0,4200000.0,8400000.0,16000.0
223751,G. Jung,Gideon Jung,https://cdn.sofifa.com/players/223/751/21_60.png,http://sofifa.com/player/223751/gideon-jung/210006/,Germany,25,Hamburger SV,2014 ~ 2022,"CB, CDM",Right,CB,2014-07-01,,3 ★,2★,Medium,Medium,1 ★,16.0,76,189.0,2300000.0,4500000.0,9000.0
213000,S. van Beek,Sven van Beek,https://cdn.sofifa.com/players/213/000/21_60.png,http://sofifa.com/player/213000/sven-van-beek/210006/,Netherlands,25,Feyenoord,2013 ~ 2021,CB,Right,CB,2013-01-01,,2 ★,2★,Low,Medium,1 ★,10.0,76,190.0,2000000.0,3700000.0,8000.0
224265,J. Williams,Joe Williams,https://cdn.sofifa.com/players/224/265/21_60.png,http://sofifa.com/player/224265/joe-williams/210006/,England,23,Bristol City,2020 ~ 2024,"CDM, CM, CAM",Right,CDM,2020-08-20,,2 ★,3★,Medium,High,1 ★,40.0,80,185.0,3500000.0,6300000.0,21000.0
225289,N. Fernández,Nicolás Fernández,https://cdn.sofifa.com/players/225/289/21_60.png,http://sofifa.com/player/225289/nicolas-fernandez/210006/,Argentina,24,San Lorenzo de Almagro,2020 ~ 2023,"ST, LW",Right,CAM,2020-01-20,,5 ★,3★,High,Low,1 ★,20.0,66,165.0,3800000.0,5800000.0,13000.0
231433,Aitor,Aitor Cantalapiedra,https://cdn.sofifa.com/players/231/433/21_60.png,http://sofifa.com/player/231433/aitor-cantalapiedra/210006/,Spain,24,Panathinaikos FC,2020 ~ 2023,RW,Left,LM,2020-07-01,,3 ★,3★,Medium,Low,1 ★,16.0,67,177.0,2700000.0,7100000.0,600.0
205369,R. Schoofs,Rob Schoofs,https://cdn.sofifa.com/players/205/369/21_60.png,http://sofifa.com/player/205369/rob-schoofs/210006/,Belgium,26,KV Mechelen,2017 ~ 2024,"CM, CDM, CAM",Left,CM,2017-07-05,,3 ★,3★,High,Medium,1 ★,3.0,69,178.0,2300000.0,4400000.0,10000.0
253240,I. Franco,Iván Franco,https://cdn.sofifa.com/players/253/240/21_60.png,http://sofifa.com/player/253240/ivan-franco/210006/,Paraguay,20,Club Libertad,2018 ~ 2023,CF,Right,CF,2018-07-01,,3 ★,4★,High,Medium,1 ★,22.0,63,165.0,4100000.0,8900000.0,700.0
213302,I. Tajouri-Shradi,Ismael Tajouri-Shradi,https://cdn.sofifa.com/players/213/302/21_60.png,http://sofifa.com/player/213302/ismael-tajouri-shradi/210006/,Libya,26,New York City FC,2018 ~ 2021,"RW, LWB, RM",Left,RW,2018-02-07,,4 ★,3★,High,Medium,1 ★,8.0,69,170.0,2200000.0,4400000.0,6000.0
240193,E. Rexhbeçaj,Elvis Rexhbeçaj,https://cdn.sofifa.com/players/240/193/21_60.png,http://sofifa.com/player/240193/elvis-rexhbecaj/210006/,Kosovo,22,FC Köln,"Jun 30, 2021 On Loan",CM,Left,CM,2017-07-01,"Jun 30, 2021",3 ★,3★,High,High,1 ★,21.0,73,182.0,4200000.0,0.0,22000.0
245058,O. Kiteishvili,Otar Kiteishvili,https://cdn.sofifa.com/players/245/058/21_60.png,http://sofifa.com/player/245058/otar-kiteishvili/210006/,Georgia,24,SK Sturm Graz,2018 ~ 2022,"CAM, CM",Right,CAM,2018-07-31,,4 ★,3★,High,Medium,1 ★,9.0,65,173.0,2700000.0,4700000.0,12000.0
240956,M. Melluso,Matías Melluso,https://cdn.sofifa.com/players/240/956/21_60.png,http://sofifa.com/player/240956/matias-melluso/210006/,Argentina,22,Gimnasia y Esgrima La Plata,2017 ~ 2021,LB,Left,LB,2017-06-29,,3 ★,3★,Medium,High,1 ★,36.0,63,170.0,4000000.0,6100000.0,9000.0
241720,André Pereira,André Filipe Coelho Pereira,https://cdn.sofifa.com/players/241/720/21_60.png,http://sofifa.com/player/241720/andre-filipe-coelho-pereira/210006/,Portugal,25,Rio Ave FC,2020 ~ 2024,"ST, RW, LW",Left,ST,2020-08-31,,2 ★,3★,Medium,Medium,1 ★,12.0,82,188.0,2800000.0,7000000.0,8000.0
228151,J. Cullen,Josh Cullen,https://cdn.sofifa.com/players/228/151/21_60.png,http://sofifa.com/player/228151/josh-cullen/210006/,Republic of Ireland,24,RSC Anderlecht,2020 ~ 2023,"CM, CDM",Right,CM,2020-10-05,,3 ★,3★,High,High,1 ★,30.0,70,175.0,2900000.0,5400000.0,12000.0
236600,J. Tanganga,Japhet Tanganga,https://cdn.sofifa.com/players/236/600/21_60.png,http://sofifa.com/player/236600/japhet-tanganga/210006/,England,21,Tottenham Hotspur,2017 ~ 2025,"CB, RB, LB",Right,CB,2017-07-01,,2 ★,2★,Medium,Medium,1 ★,221.0,73,184.0,4300000.0,8200000.0,29000.0
247144,D. Hotić,Dino Hotić,https://cdn.sofifa.com/players/247/144/21_60.png,http://sofifa.com/player/247144/dino-hotic/210006/,Bosnia Herzegovina,24,KSV Cercle Brugge,2020 ~ 2023,"RW, CAM",Left,CAM,2020-01-06,,4 ★,4★,High,Medium,1 ★,10.0,69,168.0,2600000.0,4600000.0,8000.0
232526,E. Cobbaut,Elias Cobbaut,https://cdn.sofifa.com/players/232/526/21_60.png,http://sofifa.com/player/232526/elias-cobbaut/210006/,Belgium,22,RSC Anderlecht,2018 ~ 2023,"CB, LB",Left,CB,2018-07-01,,4 ★,2★,Medium,Medium,1 ★,26.0,83,189.0,3500000.0,5100000.0,11000.0
245572,N. Rasskazov,Nikolay Rasskazov,https://cdn.sofifa.com/players/245/572/21_60.png,http://sofifa.com/player/245572/nikolay-rasskazov/210006/,Russia,22,Spartak Moscow,2015 ~ 2021,"RB, LB",Right,RB,2015-07-01,,2 ★,2★,Medium,Medium,1 ★,14.0,73,180.0,4000000.0,5600000.0,24000.0
213829,A. Cerri,Alberto Cerri,https://cdn.sofifa.com/players/213/829/21_60.png,http://sofifa.com/player/213829/alberto-cerri/210006/,Italy,24,Cagliari,2019 ~ 2023,ST,Right,ST,2019-02-19,,3 ★,3★,Medium,Medium,1 ★,17.0,91,194.0,3000000.0,6300000.0,19000.0
204102,Y. Ayoub,Yassin Ayoub,https://cdn.sofifa.com/players/204/102/21_60.png,http://sofifa.com/player/204102/yassin-ayoub/210006/,Morocco,26,Panathinaikos FC,2020 ~ 2023,"CM, LM, CDM",Left,LM,2020-01-22,,3 ★,3★,Medium,Medium,1 ★,3.0,70,174.0,2300000.0,6400000.0,600.0
207431,Insua,Pablo Insua Blanco,https://cdn.sofifa.com/players/207/431/21_60.png,http://sofifa.com/player/207431/pablo-insua-blanco/210006/,Spain,26,SD Huesca,2020 ~ 2023,CB,Right,CB,2020-08-01,,3 ★,2★,Medium,Medium,1 ★,8.0,80,187.0,2200000.0,5900000.0,14000.0
225863,O. Boscagli,Olivier Boscagli,https://cdn.sofifa.com/players/225/863/21_60.png,http://sofifa.com/player/225863/olivier-boscagli/210006/,France,22,PSV,2019 ~ 2023,"CB, LB",Left,CB,2019-07-17,,4 ★,3★,Medium,High,1 ★,101.0,68,181.0,3900000.0,5100000.0,9000.0
233800,F. Bjørkan,Fredrik Andre Bjørkan,https://cdn.sofifa.com/players/233/800/21_60.png,http://sofifa.com/player/233800/fredrik-andre-bjorkan/210006/,Norway,21,FK Bodø/Glimt,2016 ~ 2021,LB,Left,LB,2016-04-01,,2 ★,3★,High,Medium,1 ★,41.0,75,180.0,3600000.0,4400000.0,3000.0
234824,Y. Wissa,Yoane Wissa,https://cdn.sofifa.com/players/234/824/21_60.png,http://sofifa.com/player/234824/yoane-wissa/210006/,DR Congo,23,FC Lorient,2018 ~ 2024,"LM, ST",Right,ST,2018-01-22,,3 ★,3★,High,Medium,1 ★,7.0,74,176.0,3000000.0,7000000.0,16000.0
239432,A. Grbic,Adrian Grbic,https://cdn.sofifa.com/players/239/432/21_60.png,http://sofifa.com/player/239432/adrian-grbic/210006/,Austria,23,FC Lorient,2020 ~ 2025,ST,Right,ST,2020-07-08,,4 ★,2★,High,Medium,1 ★,24.0,82,188.0,3000000.0,7300000.0,18000.0
243526,M. Müldür,Mert Müldür,https://cdn.sofifa.com/players/243/526/21_60.png,http://sofifa.com/player/243526/mert-muldur/210006/,Turkey,21,Sassuolo,2019 ~ 2024,"RB, CB",Right,RB,2019-08-20,,4 ★,2★,High,Medium,1 ★,76.0,74,188.0,4000000.0,7000000.0,13000.0
243019,T. Băluță,Tudor Băluță,https://cdn.sofifa.com/players/243/019/21_60.png,http://sofifa.com/player/243019/tudor-baluta/210006/,Romania,21,Brighton & Hove Albion,2019 ~ 2022,"CDM, CM",Right,CDM,2019-01-31,,2 ★,2★,Medium,High,1 ★,71.0,80,188.0,4000000.0,8000000.0,21000.0
233292,M. Barbieri,Miguel Barbieri,https://cdn.sofifa.com/players/233/292/21_60.png,http://sofifa.com/player/233292/miguel-barbieri/210006/,Argentina,26,Club Tijuana,2020 ~ 2022,CB,Right,CB,2020-01-01,,2 ★,2★,Low,Medium,1 ★,10.0,79,181.0,2200000.0,4600000.0,13000.0
209997,K. Wimmer,Kevin Wimmer,https://cdn.sofifa.com/players/209/997/21_60.png,http://sofifa.com/player/209997/kevin-wimmer/210006/,Austria,27,Stoke City,2017 ~ 2022,"CB, CM",Left,CB,2017-08-29,,3 ★,2★,Medium,Medium,2 ★,19.0,85,187.0,2000000.0,4900000.0,17000.0
219469,S. Perica,Stipe Perica,https://cdn.sofifa.com/players/219/469/21_60.png,http://sofifa.com/player/219469/stipe-perica/210006/,Croatia,24,Watford,2020 ~ 2022,ST,Right,ST,2020-09-07,,2 ★,3★,Medium,Medium,1 ★,21.0,80,192.0,2900000.0,6000000.0,12000.0
230478,Jairinhazo,Jairo Ralph Resende dos Santos,https://cdn.sofifa.com/players/230/478/21_60.png,http://sofifa.com/player/230478/jairo-ralph-resende-dos-santos/210006/,Brazil,20,Atlético Clube Goianiense,2019 ~ 2023,"CAM, CM",Right,RM,2019-01-01,,4 ★,4★,Medium,Medium,1 ★,9.0,62,169.0,2100000.0,4900000.0,7000.0
229453,Gil Dias,Gil Bastião Dias,https://cdn.sofifa.com/players/229/453/21_60.png,http://sofifa.com/player/229453/gil-bastiao-dias/210006/,Portugal,23,Famalicão,"Jun 30, 2021 On Loan","LM, RM, RW",Left,CAM,2015-01-01,"Jun 30, 2021",4 ★,4★,High,High,1 ★,18.0,78,183.0,2800000.0,0.0,24000.0
236621,P. Hamel,Pierre-Yves Hamel,https://cdn.sofifa.com/players/236/621/21_60.png,http://sofifa.com/player/236621/pierre-yves-hamel/210006/,France,26,FC Lorient,2016 ~ 2023,ST,Right,ST,2016-07-01,,3 ★,3★,Medium,Medium,1 ★,6.0,76,189.0,2500000.0,6200000.0,20000.0
230474,Macarinho Louro,Macario André Louro Padilha,https://cdn.sofifa.com/players/230/474/21_60.png,http://sofifa.com/player/230474/macario-andre-louro-padilha/210006/,Brazil,20,Bahia,2019 ~ 2023,"LM, CM",Left,LM,2019-01-01,,3 ★,4★,Medium,Medium,1 ★,3.0,70,175.0,2100000.0,4900000.0,7000.0
240730,K. Zohi,Kévin Zohi,https://cdn.sofifa.com/players/240/730/21_60.png,http://sofifa.com/player/240730/kevin-zohi/210006/,Mali,23,RC Strasbourg Alsace,2017 ~ 2021,"LM, ST",Right,RM,2017-01-01,,3 ★,3★,High,High,1 ★,29.0,70,177.0,4200000.0,7900000.0,16000.0
206167,S. Prcić,Sanjin Prcić,https://cdn.sofifa.com/players/206/167/21_60.png,http://sofifa.com/player/206167/sanjin-prcic/210006/,Bosnia Herzegovina,26,RC Strasbourg Alsace,2019 ~ 2022,"CM, CDM",Right,CM,2019-09-02,,4 ★,3★,Medium,Medium,1 ★,5.0,75,181.0,2300000.0,5800000.0,18000.0
230480,Raphael Paneira,Raphael William Paneira Rochedo,https://cdn.sofifa.com/players/230/480/21_60.png,http://sofifa.com/player/230480/raphael-william-paneira-rochedo/210006/,Brazil,20,Grêmio,2019 ~ 2023,"CAM, RM",Right,CAM,2019-01-01,,4 ★,4★,Medium,Medium,1 ★,3.0,78,184.0,2100000.0,4900000.0,13000.0
254544,Reinier,Reinier Jesus Carvalho,https://cdn.sofifa.com/players/254/544/21_60.png,http://sofifa.com/player/254544/reinier-jesus-carvalho/210006/,Brazil,18,Borussia Dortmund,"Jun 30, 2022 On Loan","CF, CAM",Right,CAM,2020-01-20,"Jun 30, 2022",4 ★,4★,High,Medium,1 ★,515.0,72,185.0,4800000.0,0.0,30000.0
235345,G. Iancu,Gabriel Iancu,https://cdn.sofifa.com/players/235/345/21_60.png,http://sofifa.com/player/235345/gabriel-iancu/210006/,Romania,26,FC Viitorul,2019 ~ 2022,"RW, ST",Left,RW,2019-07-01,,3 ★,3★,Medium,Low,1 ★,5.0,80,186.0,2200000.0,4000000.0,8000.0
246098,Vítor Tormena,Vítor Tormena de Farias,https://cdn.sofifa.com/players/246/098/21_60.png,http://sofifa.com/player/246098/vitor-tormena-de-farias/210006/,Brazil,24,SC Braga,2019 ~ 2024,"CB, RWB",Right,CB,2019-07-01,,2 ★,2★,Medium,High,1 ★,6.0,84,192.0,2400000.0,5800000.0,8000.0
219988,F. Avenatti,Felipe Avenatti,https://cdn.sofifa.com/players/219/988/21_60.png,http://sofifa.com/player/219988/felipe-avenatti/210006/,Uruguay,27,Standard de Liège,2019 ~ 2023,"ST, CF, CAM",Left,ST,2019-07-10,,3 ★,3★,High,High,1 ★,11.0,92,197.0,2200000.0,4400000.0,12000.0
230484,Adrián Burnabão,Adrián Guto Negrão Bastos,https://cdn.sofifa.com/players/230/484/21_60.png,http://sofifa.com/player/230484/adrian-guto-negrao-bastos/210006/,Brazil,24,Botafogo,2019 ~ 2023,"CAM, RW",Right,CAM,2019-01-01,,4 ★,4★,High,Medium,1 ★,2.0,73,176.0,2200000.0,4900000.0,13000.0
244308,G. Fuentes,Gabriel Fuentes,https://cdn.sofifa.com/players/244/308/21_60.png,http://sofifa.com/player/244308/gabriel-fuentes/210006/,Colombia,23,Junior FC,2018 ~ 2021,LB,Left,LB,2018-07-03,,3 ★,2★,Medium,Medium,1 ★,24.0,74,180.0,4000000.0,5300000.0,2000.0
247124,G. Mensah,Gideon Mensah,https://cdn.sofifa.com/players/247/124/21_60.png,http://sofifa.com/player/247124/gideon-mensah/210006/,Ghana,21,Vitória Guimarães,"Jun 30, 2021 On Loan","LB, LW",Left,LB,2019-07-01,"Jun 30, 2021",2 ★,3★,Medium,Medium,1 ★,19.0,64,177.0,3600000.0,0.0,11000.0
